"","SHOW","SEASON","show_season","Lead","LeadFullName","LeadHometown","LeadHomeState","LeadRace","AgeLead","CONTESTANTID","FullName","AgeCon","Occupation","Hometown","HomeState","EliminationWeek","seasontotalweeks","firstimpressionrose","firstweekdates","Winner","BLACK"
"19","Bachelor",1,"Bachelor-1","Alex","Alex Michel","Charlottesville, Virginia","Virginia","White",31,"01_PAULA_X","Paula",24,"Insurance Representative","Swansea, Massachusetts","Massachusetts","1",6,"No First Impression Rose Given","No Date",0,0
"20","Bachelor",1,"Bachelor-1","Alex","Alex Michel","Charlottesville, Virginia","Virginia","White",31,"01_RACHEL_X","Rachel",29,"6th Grade Teacher","Eastchester, New York","NewYork","1",6,"No First Impression Rose Given","No Date",0,0
"21","Bachelor",1,"Bachelor-1","Alex","Alex Michel","Charlottesville, Virginia","Virginia","White",31,"01_RHONDA_X","Rhonda",28,"Commercial Real Estate Agent","Woodward, Oklahoma","Oklahoma","3",6,"No First Impression Rose Given","D5",0,0
"22","Bachelor",1,"Bachelor-1","Alex","Alex Michel","Charlottesville, Virginia","Virginia","White",31,"01_SHANNON_O","Shannon Oliver",24,"Financial Management Consultant","Dallas, Texas","Texas","5",6,"No First Impression Rose Given","D5",0,0
"23","Bachelor",1,"Bachelor-1","Alex","Alex Michel","Charlottesville, Virginia","Virginia","White",31,"01_TINA_X","Tina",27,"Graduate Student","Plano, Texas","Texas","2",6,"No First Impression Rose Given","D5",0,0
"24","Bachelor",1,"Bachelor-1","Alex","Alex Michel","Charlottesville, Virginia","Virginia","White",31,"01_TRISTA_R","Trista Rehn",29,"Miami Heat Dancer","Miami, Florida","Florida","6",6,"No First Impression Rose Given","D5",0,0
"25","Bachelor",1,"Bachelor-1","Alex","Alex Michel","Charlottesville, Virginia","Virginia","White",31,"01_WENDI_X","Wendi",26,"Technology Specialist","Dallas, Texas","Texas","1",6,"No First Impression Rose Given","No Date",0,0
"26","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_AMBER_X","Amber",26,"Psychologist","Chapel Hill, North Carolina","NorthCarolina","1",7,"No First Impression Rose Given","No Date",0,0
"27","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_ANGELA_X","Angela",27,"Registered Nurse","Kansas City, Missouri","Missouri","5",7,"No First Impression Rose Given","D5",0,0
"28","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_ANINDITA_X","Anindita",27,"Attorney","New York, New York","NewYork","2",7,"No First Impression Rose Given","D5",0,0
"29","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_BROOKE_S","Brooke Smith",22,"College Student","Albertville, Alabama","Alabama","7",7,"No First Impression Rose Given","D5",0,0
"30","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_CAMILLE_X","Camille",29,"Actress","Los Angeles, California","California","1",7,"No First Impression Rose Given","No Date",0,0
"31","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_CARI_X","Cari",29,"3rd Grade Teacher","Granite City, Illinois","Illinois","1",7,"No First Impression Rose Given","No Date",0,0
"32","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_CHRISTI_X","Christi",23,"Assistant Financial Advisor","Boise, Idaho","Idaho","3",7,"No First Impression Rose Given","D5",0,0
"33","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_CHRISTY_X","Christy",24,"Radiological Technologist","Avondale, Arizona","Arizona","1",7,"No First Impression Rose Given","No Date",0,0
"34","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_DANA_X","Dana",24,"Radio Sales","Beverly Hills, California","California","2",7,"No First Impression Rose Given","D5",0,0
"35","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_ERIN_X","Erin",25,"Publications Quality Control","Westchester, Pennsylvania","Pennsylvania","2",7,"No First Impression Rose Given","D5",0,0
"36","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_ERIN_X","Erin",24,"Interior Designer","Houston, Texas","Texas","1",7,"No First Impression Rose Given","No Date",0,0
"37","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_FATIMA_X","Fatima",22,"College Student","Long Beach, California","California","1",7,"No First Impression Rose Given","No Date",0,0
"38","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_FRANCES_X","Frances",30,"Strategic Planning Analyst","San Francisco, California","California","2",7,"No First Impression Rose Given","D5",0,0
"39","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_GWEN_G","Gwen Gioia",31,"Executive Recruiter","Philadelphia, Pennsylvania","Pennsylvania","6",7,"No First Impression Rose Given","D5",0,0
"40","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_HAYLEY_X","Hayley",28,"Retail Manager","Lake Oswego, Oregon","Oregon","4",7,"No First Impression Rose Given","D5",0,0
"41","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_HEATHER_C","Heather",24,"Marriage Therapy Trainee","Walnut Creek, California","California","3",7,"No First Impression Rose Given","D5",0,0
"42","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_HEATHER_X","Heather Crawford",30,"Flight Attendant","Dallas, Texas","Texas","4",7,"No First Impression Rose Given","D5",0,0
"43","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_HELENE_E","Helene Eksterowicz",27,"School Psychologist","Gloucester, New Jersey","NewJersey","winner",7,"No First Impression Rose Given","D5",1,0
"44","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_KYLA_X","Kyla",22,"Airline Supervisor","Midvale, Utah","Utah","3",7,"No First Impression Rose Given","D5",0,0
"45","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_LIANGY_X","Liangy",30,"Paralegal","Coral Gables, Florida","Florida","1",7,"No First Impression Rose Given","No Date",0,0
"46","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_LORI_X","Lori",26,"Former NBA Cheerleader","Dallas, Texas","Texas","1",7,"No First Impression Rose Given","No Date",0,1
"47","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_MERILEE_X","Merrilee",28,"1st Grade Teacher","Forked River, New Jersey","NewJersey","1",7,"No First Impression Rose Given","No Date",0,0
"48","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_SHANNON_X","Shannon",26,"Graphic Artist","Long Island, New York","NewYork","3",7,"No First Impression Rose Given","D5",0,0
"49","Bachelor",2,"Bachelor-2","Aaron","Aaron Buerge","Butler, Missouri","Missouri","White",28,"02_SUZANNE_X","Suzanne",33,"Flight Attendant","Redondo Beach, California","California","2",7,"No First Impression Rose Given","D5",0,0
"50","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_CRISTINA_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"51","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_ELIZABETH_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"52","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_GINNY_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,1
"53","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_HEATHER_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"54","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_JEN_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",1,0
"55","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_JENNIFER_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"56","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_AMY_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"57","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_ANGELA_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"58","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_ANN_MICHELLE_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"59","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_AUDREE_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"60","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_BROOKE_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"61","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_AMBER_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"62","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_AMY_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"63","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_KIRSTEN_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"64","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_KRISTEN_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"65","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_LIZ_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"66","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_RACHEL_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"67","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_SHANNON_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"68","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_CHRISTINA_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"69","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_COURTNEY_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"70","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_TINA_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"71","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_TINA_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"72","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_STEPHANIE_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"73","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_TIFFANY_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"74","Bachelor",3,"Bachelor-3","AndrewF",NA,NA,NA,"White",27,"03_KERRI_X","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"75","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Leona","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"76","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Lindsay","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"77","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Lindsay_clippers","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"78","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Mary","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"79","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Antoinette","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"80","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Brooke","",NA,"","",NA,"",NA,"No First Impression Rose Given","D4",0,0
"81","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Christine","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"82","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Darla","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"83","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Estella","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",1,0
"84","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Heather","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"85","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Jenn","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"86","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Jenny","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"87","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Julie","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,1
"88","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Karin","",NA,"","",NA,"",NA,"No First Impression Rose Given","D4",0,1
"89","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Kelly-Jo","",NA,"","",NA,"",NA,"No First Impression Rose Given","D4",0,0
"90","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Kristi","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"91","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Lanah","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"92","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Lauren","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"93","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Lee-Ann","",NA,"","",NA,"",NA,"No First Impression Rose Given","D6",0,0
"94","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Meredith","",NA,"","",NA,"",NA,"No First Impression Rose Given","D4",0,0
"95","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Misty","",NA,"","",NA,"",NA,"No First Impression Rose Given","D5",0,0
"96","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Samentha","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"97","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Shea","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"98","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Shelly","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"99","Bachelor",4,"Bachelor-4","Bob",NA,NA,NA,"White",32,"04_Stacey","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"100","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_JENNY_M","Jenny Matthews",24,"Retail manager","Canton, Michigan","Michigan","2",NA,"No","No Date",0,0
"101","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_JENNY_S","Jenny De Schiralli",26,"Swim instructor/nanny/personal trainer","Carrboro, North Carolina","NorthCarolina","3",NA,"No","D8",0,0
"102","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_JESSICA_B","Jessica Bowlin",22,"Student","Huntington Beach, California","California","",NA,"No","D7",1,0
"103","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_AMBER_L","Amber LaRoux",27,"Consultant","Sunriver, Oregon","Oregon","2",NA,"No","D8",0,0
"104","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_ANNECATHERINE_L","Anne-Catherine Labbé",27,"Model/make-up artist","Quebec City, Quebec","Quebec","2",NA,"No","D8",0,0
"105","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_CELESTE_C","Celeste Creel",24,"Model/executive assistant","Ithaca, New York","NewYork","2",NA,"No","D7",0,1
"106","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_DEBBIE_M","Debbie Merkett",27,"Massage therapist/bartender","Pinetops, North Carolina","NorthCarolina","2",NA,"No","No Date",0,0
"107","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_DESHAUN_W","DeShaun Warner",25,"Account manager/sales","Phillipsburg, New Jersey","NewJersey","1",NA,"No","No Date",0,1
"108","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_DOLORES_F","Dolores Farburg",26,"Account manager","Madison, New Jersey","NewJersey","1",NA,"No","No Date",0,0
"109","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_FRANCINE_J","Francine Jones",25,"Retail manager","Houston, Texas","Texas","1",NA,"No","No Date",0,0
"110","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_HOLLY_R","Holly Reeder",26,"Bank representative","Tulsa, Oklahoma","Oklahoma","1",NA,"No","No Date",0,0
"111","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_JEANMARIE_C","Jean-Marie Callahan",26,"Hair stylist","Gibson, North Carolina","NorthCarolina","2",NA,"No","D8",0,0
"112","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_SUZIE_W","Suzie Williams",23,"Prosthetic technician","Ann Arbor, Michigan","Michigan","4",NA,"No","D8",0,0
"113","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_TARA_H","Tara Huckeby",23,"General contractor","Shawnee, Oklahoma","Oklahoma","7",NA,"No","D7",0,0
"114","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_TRISH_S","Trish Schneider",28,"Model","Atlanta, Georgia","Georgia","5",NA,"Yes","D1",0,0
"115","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_JESSICA_H","Jessica Holcomb",25,"Attorney","Pearsall, Texas","Texas","3",NA,"No","D8",0,0
"116","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_JESSICA_K","Jessica Kyron",21,"Student","Cincinnati, Ohio","Ohio","1",NA,"No","No Date",0,0
"117","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_JULIE_D","Julie Durda",24,"Professional Cheerleader","Sacramento, California","California","3",NA,"No","D7",0,0
"118","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_KAREN_L","Karen Lindsay",28,"Pharmaceutical sales","Pleasant Grove, Utah","Utah","4",NA,"No","D7",0,0
"119","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_KATIE_G","Katie Gehart",22,"LASIK Eye and Skin Center manager","Scottsdale, Arizona","Arizona","3",NA,"No","D7",0,0
"120","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_KRISTIN_C","Kristin Clearwater",25,"Singer","Sausalito, California","California","1",NA,"No","No Date",0,0
"121","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_KRISTY_R","Kristy Romero",25,"Student","Dearborn, Michigan","Michigan","2",NA,"No","D8",0,0
"122","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_MANDY_C","Mandy Clemens",25,"Professional soccer player","San Diego, California","California","2",NA,"No","D8",0,0
"123","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_MANDY_J","Mandy Jaye Jeffreys",26,"Designer for an architect firm","Midland, Texas","Texas","6",NA,"No","D7",0,0
"124","Bachelor",5,"Bachelor-5","Jesse","Jesse Palmer","Toronto, Ontario","Ontario","White",25,"05_RACHEL_C","Rachel Clementi",26,"Fashion public relations manager","Buffalo, New York","NewYork","1",NA,"No","No Date",0,0
"125","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Abby","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"126","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Alma","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"127","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Amanda","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"128","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Amy","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"129","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Andrea","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"130","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Ashley","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"131","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Carolyn","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"132","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Cheresse","",NA,"","",NA,"",NA,"No First Impression Rose Given","D1",0,0
"133","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Cynthia","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"134","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Elizabeth","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,1
"135","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Heather","",NA,"","",NA,"",NA,"No First Impression Rose Given","No Date",0,0
"136","Bachelor",6,"Bachelor-6","Byron",NA,NA,NA,"White",40,"06_Jayne","",NA,"","",NA,"",NA,"No First Impression Rose Given","D1",0,0
